year,month,day,hour,minute,second,latitude,longitude,depth,mag_type,magnitude,time
2022,9,9,23,8,57.59,29.789,102.014,4,ML,0.6,2022-09-09 23:08:57.590
2022,9,9,23,10,44.78,29.523,101.915,7,ML,1.1,2022-09-09 23:10:44.780
2022,9,9,23,12,33.88,29.542,102.056,5,ML,0.4,2022-09-09 23:12:33.880
2022,9,9,23,18,19.99,29.756,101.999,11,ML,2.8,2022-09-09 23:18:19.990
2022,9,9,23,27,23.46,29.756,102.006,2,ML,0.8,2022-09-09 23:27:23.460
2022,9,9,23,29,11.53,29.585,101.978,6,ML,1.3,2022-09-09 23:29:11.530
2022,9,9,23,30,56.47,29.582,102.03,7,ML,0.6,2022-09-09 23:30:56.470
2022,9,9,23,32,5.47,29.61,102.079,17,ML,0.6,2022-09-09 23:32:05.470
2022,9,9,23,32,43.8,29.75,102.046,3,ML,0.9,2022-09-09 23:32:43.800
2022,9,9,23,35,0.74,29.136,105.491,6,ML,1.3,2022-09-09 23:35:00.740
2022,9,9,23,39,43.16,29.791,101.987,1,ML,1.2,2022-09-09 23:39:43.160
2022,9,9,23,39,48.25,26.294,102.477,15,ML,1.5,2022-09-09 23:39:48.250
2022,9,9,23,48,12.12,29.439,102.191,7,ML,1.3,2022-09-09 23:48:12.120
2022,9,9,23,52,42.44,29.436,102.19,7,ML,1.3,2022-09-09 23:52:42.440
2022,9,9,23,55,17.49,29.607,102.027,7,ML,1.0,2022-09-09 23:55:17.490
2022,9,9,23,56,19.61,29.414,102.203,11,ML,1.6,2022-09-09 23:56:19.610
2022,9,10,0,0,18.05,29.642,102.077,7,ML,0.8,2022-09-10 00:00:18.050
2022,9,10,0,2,3.73,29.614,102.024,6,ML,2.6,2022-09-10 00:02:03.730
2022,9,10,0,13,59.83,29.569,102.094,5,ML,1.0,2022-09-10 00:13:59.830
2022,9,10,0,14,53.47,29.39,102.157,7,ML,1.0,2022-09-10 00:14:53.470
2022,9,10,0,15,57.73,29.383,102.154,7,ML,1.2,2022-09-10 00:15:57.730
2022,9,10,0,16,17.08,29.517,102.045,6,ML,1.7,2022-09-10 00:16:17.080
2022,9,10,0,22,44.92,29.566,102.086,5,ML,1.3,2022-09-10 00:22:44.920
2022,9,10,0,29,27.35,29.603,102.006,3,ML,1.7,2022-09-10 00:29:27.350
2022,9,10,0,31,16.98,29.678,102.076,8,ML,0.4,2022-09-10 00:31:16.980
2022,9,10,0,31,36.31,29.64,102.068,8,ML,0.9,2022-09-10 00:31:36.310
2022,9,10,0,32,47.61,29.784,101.987,7,ML,0.9,2022-09-10 00:32:47.610
2022,9,10,0,34,36.53,29.491,102.129,2,ML,1.0,2022-09-10 00:34:36.530
2022,9,10,0,35,51.11,29.572,102.051,9,ML,2.1,2022-09-10 00:35:51.110
2022,9,10,0,36,55.22,29.815,101.996,8,ML,2.4,2022-09-10 00:36:55.220
2022,9,10,0,37,27.89,29.284,105.452,4,ML,1.9,2022-09-10 00:37:27.890
2022,9,10,0,37,29.51,29.816,102.003,10,ML,1.7,2022-09-10 00:37:29.510
2022,9,10,0,39,3.0,29.812,101.998,8,ML,1.0,2022-09-10 00:39:03.000
2022,9,10,0,42,41.41,29.813,102.0,9,ML,1.0,2022-09-10 00:42:41.410
2022,9,10,0,43,33.6,29.767,102.036,5,ML,0.4,2022-09-10 00:43:33.600
2022,9,10,0,44,7.44,29.46,102.122,12,ML,0.5,2022-09-10 00:44:07.440
2022,9,10,0,47,15.63,29.588,102.051,5,ML,0.7,2022-09-10 00:47:15.630
2022,9,10,0,53,40.97,27.906,100.556,4,ML,1.2,2022-09-10 00:53:40.970
2022,9,10,0,55,5.2,29.464,102.131,8,ML,0.7,2022-09-10 00:55:05.200
2022,9,10,0,59,21.8,29.808,102.0,5,ML,0.9,2022-09-10 00:59:21.800
2022,9,10,1,3,4.48,29.629,102.048,5,ML,0.6,2022-09-10 01:03:04.480
2022,9,10,1,5,44.14,29.55,102.008,6,ML,1.5,2022-09-10 01:05:44.140
2022,9,10,1,6,33.83,29.539,102.02,5,ML,2.0,2022-09-10 01:06:33.830
2022,9,10,1,13,41.23,29.733,102.036,5,ML,1.0,2022-09-10 01:13:41.230
2022,9,10,1,21,38.19,29.53,101.972,7,ML,1.4,2022-09-10 01:21:38.190
2022,9,10,1,23,35.72,29.437,102.161,5,ML,1.0,2022-09-10 01:23:35.720
2022,9,10,1,28,41.47,29.474,104.76,2,ML,2.1,2022-09-10 01:28:41.470
2022,9,10,1,39,32.52,29.654,102.083,7,ML,0.9,2022-09-10 01:39:32.520
2022,9,10,1,42,47.73,29.748,102.032,10,ML,1.3,2022-09-10 01:42:47.730
2022,9,10,1,43,15.32,29.595,102.036,7,ML,0.5,2022-09-10 01:43:15.320
2022,9,10,1,49,11.0,29.45,102.158,4,ML,0.8,2022-09-10 01:49:11.000
2022,9,10,1,51,8.5,29.624,102.078,6,ML,0.3,2022-09-10 01:51:08.500
2022,9,10,1,56,46.49,29.814,101.999,6,ML,2.0,2022-09-10 01:56:46.490
2022,9,10,1,57,41.41,29.826,101.98,4,ML,1.1,2022-09-10 01:57:41.410
2022,9,10,2,1,38.97,29.639,102.023,5,ML,0.9,2022-09-10 02:01:38.970
2022,9,10,2,2,9.22,29.604,102.092,9,ML,0.5,2022-09-10 02:02:09.220
2022,9,10,2,2,47.11,29.753,102.048,3,ML,0.9,2022-09-10 02:02:47.110
2022,9,10,2,4,3.03,29.737,102.02,8,ML,0.4,2022-09-10 02:04:03.030
2022,9,10,2,8,12.65,29.56,102.085,5,ML,2.3,2022-09-10 02:08:12.650
2022,9,10,2,11,1.73,29.224,102.331,10,ML,1.0,2022-09-10 02:11:01.730
2022,9,10,2,13,26.31,29.578,102.029,3,ML,0.5,2022-09-10 02:13:26.310
2022,9,10,2,13,56.63,29.386,102.158,6,ML,1.2,2022-09-10 02:13:56.630
2022,9,10,2,15,7.22,29.616,102.048,5,ML,1.2,2022-09-10 02:15:07.220
2022,9,10,2,15,21.04,29.617,102.051,5,ML,1.4,2022-09-10 02:15:21.040
2022,9,10,2,16,31.94,29.811,101.996,7,ML,1.8,2022-09-10 02:16:31.940
2022,9,10,2,16,44.62,29.608,102.015,5,ML,1.7,2022-09-10 02:16:44.620
2022,9,10,2,24,20.87,29.623,102.053,5,ML,0.9,2022-09-10 02:24:20.870
2022,9,10,2,26,43.19,29.499,102.193,11,ML,1.9,2022-09-10 02:26:43.190
2022,9,10,2,29,24.9,29.626,102.053,5,ML,0.3,2022-09-10 02:29:24.900
2022,9,10,2,34,4.35,29.611,102.016,4,ML,1.3,2022-09-10 02:34:04.350
2022,9,10,2,34,26.08,29.614,102.005,3,ML,0.8,2022-09-10 02:34:26.080
2022,9,10,2,34,41.61,29.589,102.031,7,ML,0.7,2022-09-10 02:34:41.610
2022,9,10,2,48,43.21,29.739,102.024,4,ML,0.5,2022-09-10 02:48:43.210
2022,9,10,2,50,3.28,29.481,102.21,7,ML,1.0,2022-09-10 02:50:03.280
2022,9,10,2,56,1.58,29.76,102.002,7,ML,2.8,2022-09-10 02:56:01.580
2022,9,10,2,59,52.33,29.754,102.004,1,ML,1.6,2022-09-10 02:59:52.330
2022,9,10,3,5,2.4,29.65,102.078,9,ML,1.1,2022-09-10 03:05:02.400
2022,9,10,3,10,54.44,29.603,102.027,2,ML,1.4,2022-09-10 03:10:54.440
2022,9,10,3,20,42.64,29.762,102.033,4,ML,1.8,2022-09-10 03:20:42.640
2022,9,10,3,24,52.97,29.584,101.985,4,ML,1.7,2022-09-10 03:24:52.970
2022,9,10,3,32,22.31,28.192,105.209,17,ML,1.2,2022-09-10 03:32:22.310
2022,9,10,3,32,26.07,29.734,102.023,4,ML,1.2,2022-09-10 03:32:26.070
2022,9,10,3,35,36.6,29.737,102.006,5,ML,0.8,2022-09-10 03:35:36.600
2022,9,10,3,40,43.71,29.825,101.982,5,ML,1.0,2022-09-10 03:40:43.710
2022,9,10,3,41,10.07,29.824,101.98,7,ML,0.4,2022-09-10 03:41:10.070
2022,9,10,3,47,39.62,29.762,102.007,4,ML,0.6,2022-09-10 03:47:39.620
2022,9,10,3,49,9.75,29.596,101.998,3,ML,0.7,2022-09-10 03:49:09.750
2022,9,10,3,51,36.98,29.785,101.963,4,ML,0.5,2022-09-10 03:51:36.980
2022,9,10,3,58,11.77,29.6,102.005,7,ML,0.6,2022-09-10 03:58:11.770
2022,9,10,4,1,47.41,29.507,102.208,7,ML,0.7,2022-09-10 04:01:47.410
2022,9,10,4,8,29.61,29.473,102.155,5,ML,0.7,2022-09-10 04:08:29.610
2022,9,10,4,14,8.01,29.659,102.077,10,ML,0.8,2022-09-10 04:14:08.010
2022,9,10,4,19,25.57,29.548,102.042,2,ML,1.0,2022-09-10 04:19:25.570
2022,9,10,4,20,5.67,29.544,102.092,3,ML,0.8,2022-09-10 04:20:05.670
2022,9,10,4,25,17.83,29.585,102.014,4,ML,0.9,2022-09-10 04:25:17.830
2022,9,10,4,28,12.86,29.803,102.002,2,ML,0.7,2022-09-10 04:28:12.860
2022,9,10,4,29,34.9,29.507,102.109,2,ML,0.4,2022-09-10 04:29:34.900
2022,9,10,4,31,16.28,29.637,102.023,3,ML,1.2,2022-09-10 04:31:16.280
2022,9,10,4,40,53.95,29.42,102.167,6,ML,1.0,2022-09-10 04:40:53.950
2022,9,10,4,42,49.09,29.565,102.059,6,ML,0.7,2022-09-10 04:42:49.090
2022,9,10,4,43,9.23,29.836,101.992,4,ML,0.6,2022-09-10 04:43:09.230
2022,9,10,4,51,59.51,29.563,102.1,4,ML,1.9,2022-09-10 04:51:59.510
2022,9,10,4,55,2.31,29.749,102.023,1,ML,1.5,2022-09-10 04:55:02.310
2022,9,10,4,58,48.03,29.603,102.02,6,ML,1.1,2022-09-10 04:58:48.030
2022,9,10,5,5,6.82,29.632,102.004,5,ML,1.0,2022-09-10 05:05:06.820
2022,9,10,5,9,26.77,29.443,102.146,6,ML,1.1,2022-09-10 05:09:26.770
2022,9,10,5,11,10.91,29.779,102.027,1,ML,0.5,2022-09-10 05:11:10.910
2022,9,10,5,14,58.1,28.761,104.155,11,ML,1.3,2022-09-10 05:14:58.100
2022,9,10,5,17,27.08,29.826,102.004,4,ML,0.7,2022-09-10 05:17:27.080
2022,9,10,5,32,21.95,29.413,102.169,5,ML,0.8,2022-09-10 05:32:21.950
2022,9,10,5,37,30.7,29.826,101.979,7,ML,1.0,2022-09-10 05:37:30.700
2022,9,10,5,39,24.88,29.426,102.169,6,ML,0.9,2022-09-10 05:39:24.880
2022,9,10,5,43,35.67,29.508,101.963,7,ML,1.4,2022-09-10 05:43:35.670
2022,9,10,5,50,14.27,29.436,102.188,8,ML,1.1,2022-09-10 05:50:14.270
2022,9,10,5,52,19.26,29.426,102.149,7,ML,1.3,2022-09-10 05:52:19.260
2022,9,10,5,54,8.84,29.388,102.218,5,ML,0.9,2022-09-10 05:54:08.840
2022,9,10,5,55,8.26,29.76,101.994,2,ML,1.3,2022-09-10 05:55:08.260
2022,9,10,5,56,19.34,29.633,102.026,5,ML,1.2,2022-09-10 05:56:19.340
2022,9,10,6,1,21.53,29.78,102.015,6,ML,0.4,2022-09-10 06:01:21.530
2022,9,10,6,7,34.61,29.608,102.16,7,ML,0.8,2022-09-10 06:07:34.610
2022,9,10,6,9,18.57,29.421,102.172,7,ML,0.9,2022-09-10 06:09:18.570
2022,9,10,6,13,49.83,25.559,100.624,10,ML,0.5,2022-09-10 06:13:49.830
2022,9,10,6,13,52.88,29.518,102.024,3,ML,1.1,2022-09-10 06:13:52.880
2022,9,10,6,22,49.07,29.597,102.014,2,ML,0.8,2022-09-10 06:22:49.070
2022,9,10,6,27,30.37,29.429,102.147,6,ML,0.9,2022-09-10 06:27:30.370
2022,9,10,6,29,13.55,29.759,101.999,3,ML,1.8,2022-09-10 06:29:13.550
2022,9,10,6,37,32.49,29.817,102.016,5,ML,0.5,2022-09-10 06:37:32.490
2022,9,10,6,38,7.76,29.602,102.03,3,ML,1.5,2022-09-10 06:38:07.760
2022,9,10,6,38,32.66,29.722,101.979,4,ML,1.0,2022-09-10 06:38:32.660
2022,9,10,6,40,19.52,29.578,102.079,4,ML,1.1,2022-09-10 06:40:19.520
2022,9,10,6,43,21.42,29.596,102.039,1,ML,0.8,2022-09-10 06:43:21.420
2022,9,10,6,48,33.13,29.602,102.042,7,ML,0.7,2022-09-10 06:48:33.130
2022,9,10,6,51,43.85,29.737,102.019,6,ML,0.7,2022-09-10 06:51:43.850
2022,9,10,6,55,21.23,29.611,102.057,5,ML,0.7,2022-09-10 06:55:21.230
2022,9,10,6,59,59.35,29.418,102.165,6,ML,1.7,2022-09-10 06:59:59.350
2022,9,10,7,0,33.79,29.347,102.228,7,ML,1.2,2022-09-10 07:00:33.790
2022,9,10,7,8,50.73,29.428,104.669,16,ML,0.8,2022-09-10 07:08:50.730
2022,9,10,7,34,24.89,29.423,102.153,7,ML,1.7,2022-09-10 07:34:24.890
2022,9,10,8,12,43.31,29.389,102.175,8,ML,1.7,2022-09-10 08:12:43.310
2022,9,10,8,26,59.16,29.83,101.99,10,ML,0.7,2022-09-10 08:26:59.160
2022,9,10,8,29,24.31,29.781,102.005,4,ML,1.8,2022-09-10 08:29:24.310
2022,9,10,8,52,3.67,29.617,102.097,7,ML,0.9,2022-09-10 08:52:03.670
2022,9,10,8,54,8.52,28.23,104.967,4,ML,1.6,2022-09-10 08:54:08.520
2022,9,10,9,5,20.09,29.74,102.021,6,ML,0.8,2022-09-10 09:05:20.090
2022,9,10,9,6,37.87,29.752,102.044,6,ML,0.9,2022-09-10 09:06:37.870
2022,9,10,9,8,28.07,29.418,102.13,6,ML,1.4,2022-09-10 09:08:28.070
2022,9,10,9,16,1.81,29.447,102.167,3,ML,0.9,2022-09-10 09:16:01.810
2022,9,10,9,16,39.95,29.805,102.004,4,ML,0.7,2022-09-10 09:16:39.950
2022,9,10,9,18,40.4,29.751,102.047,2,ML,1.3,2022-09-10 09:18:40.400
2022,9,10,9,26,2.64,29.539,101.966,7,ML,0.7,2022-09-10 09:26:02.640
2022,9,10,9,28,2.44,29.5,102.209,9,ML,0.9,2022-09-10 09:28:02.440
2022,9,10,9,33,13.46,29.43,102.156,10,ML,1.3,2022-09-10 09:33:13.460
2022,9,10,9,36,59.6,29.578,102.052,3,ML,0.8,2022-09-10 09:36:59.600
2022,9,10,9,37,46.56,29.441,102.133,6,ML,0.8,2022-09-10 09:37:46.560
2022,9,10,9,42,33.55,29.37,102.183,7,ML,1.1,2022-09-10 09:42:33.550
2022,9,10,9,48,20.3,29.43,102.139,8,ML,0.9,2022-09-10 09:48:20.300
2022,9,10,10,3,34.16,29.566,102.049,5,ML,0.6,2022-09-10 10:03:34.160
2022,9,10,10,7,8.59,29.398,102.176,5,ML,0.9,2022-09-10 10:07:08.590
2022,9,10,10,9,10.77,29.526,102.095,4,ML,0.8,2022-09-10 10:09:10.770
2022,9,10,10,17,49.58,29.801,102.011,3,ML,1.9,2022-09-10 10:17:49.580
2022,9,10,10,26,33.75,29.616,102.008,10,ML,0.5,2022-09-10 10:26:33.750
2022,9,10,10,28,56.35,29.623,102.006,7,ML,1.1,2022-09-10 10:28:56.350
2022,9,10,10,31,48.26,29.439,102.153,6,ML,0.8,2022-09-10 10:31:48.260
2022,9,10,10,33,4.17,29.429,102.141,7,ML,0.3,2022-09-10 10:33:04.170
2022,9,10,10,36,15.5,29.48,102.212,7,ML,0.7,2022-09-10 10:36:15.500
2022,9,10,10,38,47.56,29.472,102.161,8,ML,2.2,2022-09-10 10:38:47.560
2022,9,10,10,47,2.85,29.43,102.17,6,ML,0.7,2022-09-10 10:47:02.850
2022,9,10,10,47,30.07,29.579,102.1,5,ML,0.7,2022-09-10 10:47:30.070
2022,9,10,10,50,17.52,29.514,102.129,7,ML,0.4,2022-09-10 10:50:17.520
2022,9,10,10,51,36.41,29.804,102.004,9,ML,1.5,2022-09-10 10:51:36.410
2022,9,10,10,52,50.94,29.589,102.104,10,ML,0.4,2022-09-10 10:52:50.940
2022,9,10,10,54,34.32,29.571,102.086,9,ML,0.3,2022-09-10 10:54:34.320
2022,9,10,10,57,15.51,29.653,102.086,8,ML,0.5,2022-09-10 10:57:15.510
2022,9,10,10,57,47.64,29.583,101.985,7,ML,0.6,2022-09-10 10:57:47.640
2022,9,10,10,58,54.27,29.656,102.084,9,ML,0.9,2022-09-10 10:58:54.270
2022,9,10,11,0,15.43,29.588,102.039,4,ML,0.4,2022-09-10 11:00:15.430
2022,9,10,11,8,25.57,29.453,102.147,6,ML,0.7,2022-09-10 11:08:25.570
2022,9,10,11,13,25.19,29.412,102.15,7,ML,1.3,2022-09-10 11:13:25.190
2022,9,10,11,14,37.58,29.552,102.104,8,ML,0.6,2022-09-10 11:14:37.580
2022,9,10,11,16,30.71,29.405,102.166,7,ML,0.5,2022-09-10 11:16:30.710
2022,9,10,11,18,21.41,29.63,102.055,9,ML,0.9,2022-09-10 11:18:21.410
2022,9,10,11,20,56.88,29.532,102.025,5,ML,1.5,2022-09-10 11:20:56.880
2022,9,10,11,23,26.88,29.809,101.997,6,ML,1.1,2022-09-10 11:23:26.880
2022,9,10,11,25,32.31,29.43,102.161,10,ML,0.3,2022-09-10 11:25:32.310
2022,9,10,11,26,43.73,29.583,101.92,4,ML,1.2,2022-09-10 11:26:43.730
2022,9,10,11,29,33.57,29.548,102.045,2,ML,1.2,2022-09-10 11:29:33.570
2022,9,10,11,39,51.42,29.586,101.976,6,ML,0.6,2022-09-10 11:39:51.420
2022,9,10,11,41,30.63,29.415,102.198,8,ML,1.2,2022-09-10 11:41:30.630
2022,9,10,11,42,22.49,29.54,102.057,11,ML,0.6,2022-09-10 11:42:22.490
2022,9,10,11,47,9.02,29.384,102.18,12,ML,2.6,2022-09-10 11:47:09.020
2022,9,10,11,53,27.29,29.4,102.187,7,ML,0.5,2022-09-10 11:53:27.290
2022,9,10,11,59,23.98,29.637,101.965,11,ML,1.4,2022-09-10 11:59:23.980
2022,9,10,12,5,27.23,29.399,102.166,7,ML,1.4,2022-09-10 12:05:27.230
2022,9,10,12,7,35.81,29.505,101.951,7,ML,1.3,2022-09-10 12:07:35.810
2022,9,10,12,9,20.02,29.625,102.056,9,ML,0.7,2022-09-10 12:09:20.020
2022,9,10,12,9,39.51,29.833,101.992,8,ML,1.1,2022-09-10 12:09:39.510
2022,9,10,12,10,1.44,25.691,105.608,18,ML,0.9,2022-09-10 12:10:01.440
2022,9,10,12,14,28.22,29.623,102.096,5,ML,1.9,2022-09-10 12:14:28.220
2022,9,10,12,30,58.51,29.521,102.023,3,ML,1.6,2022-09-10 12:30:58.510
2022,9,10,12,32,39.74,29.848,101.937,14,ML,0.9,2022-09-10 12:32:39.740
2022,9,10,12,32,45.66,29.576,104.801,6,ML,1.4,2022-09-10 12:32:45.660
2022,9,10,12,40,49.26,25.417,105.687,10,ML,0.7,2022-09-10 12:40:49.260
2022,9,10,12,43,21.26,29.787,101.981,3,ML,1.3,2022-09-10 12:43:21.260
2022,9,10,12,46,6.59,29.785,101.981,2,ML,1.3,2022-09-10 12:46:06.590
2022,9,10,12,52,28.04,29.521,102.091,3,ML,1.3,2022-09-10 12:52:28.040
2022,9,10,13,1,25.87,29.52,101.914,6,ML,1.4,2022-09-10 13:01:25.870
2022,9,10,13,2,55.65,29.14,105.486,13,ML,2.8,2022-09-10 13:02:55.650
2022,9,10,13,15,51.87,29.578,102.103,4,ML,1.2,2022-09-10 13:15:51.870
2022,9,10,13,18,18.03,29.621,101.985,6,ML,1.1,2022-09-10 13:18:18.030
2022,9,10,13,18,52.45,29.439,102.164,9,ML,0.9,2022-09-10 13:18:52.450
2022,9,10,13,26,52.17,29.828,101.976,7,ML,0.8,2022-09-10 13:26:52.170
2022,9,10,13,27,6.63,29.784,101.982,2,ML,1.5,2022-09-10 13:27:06.630
2022,9,10,13,56,50.29,29.632,102.023,7,ML,1.4,2022-09-10 13:56:50.290
2022,9,10,13,58,40.73,29.722,101.979,4,ML,1.4,2022-09-10 13:58:40.730
2022,9,10,14,0,1.86,29.635,102.045,9,ML,0.6,2022-09-10 14:00:01.860
2022,9,10,14,3,51.59,25.637,100.835,7,ML,1.2,2022-09-10 14:03:51.590
2022,9,10,14,4,31.28,28.234,104.981,11,ML,1.9,2022-09-10 14:04:31.280
2022,9,10,14,4,32.39,29.746,101.978,8,ML,1.3,2022-09-10 14:04:32.390
2022,9,10,14,18,32.51,29.651,101.98,11,ML,1.6,2022-09-10 14:18:32.510
2022,9,10,14,23,21.08,29.445,102.165,12,ML,1.0,2022-09-10 14:23:21.080
2022,9,10,14,29,25.19,29.75,102.004,1,ML,1.1,2022-09-10 14:29:25.190
2022,9,10,14,33,7.84,29.583,101.903,9,ML,1.1,2022-09-10 14:33:07.840
2022,9,10,14,35,43.74,28.42,104.766,8,ML,0.5,2022-09-10 14:35:43.740
2022,9,10,14,46,38.49,29.478,102.149,5,ML,0.7,2022-09-10 14:46:38.490
2022,9,10,14,47,50.08,29.544,101.902,5,ML,1.4,2022-09-10 14:47:50.080
2022,9,10,15,5,13.69,29.609,102.024,3,ML,0.9,2022-09-10 15:05:13.690
2022,9,10,15,10,53.4,29.449,102.126,4,ML,1.0,2022-09-10 15:10:53.400
2022,9,10,15,12,17.1,29.652,102.068,6,ML,0.7,2022-09-10 15:12:17.100
2022,9,10,15,13,52.37,29.643,102.075,5,ML,1.1,2022-09-10 15:13:52.370
2022,9,10,15,14,59.58,29.455,102.14,14,ML,2.3,2022-09-10 15:14:59.580
2022,9,10,15,16,22.0,29.524,102.028,7,ML,1.9,2022-09-10 15:16:22.000
2022,9,10,15,19,40.71,29.703,102.075,7,ML,1.2,2022-09-10 15:19:40.710
2022,9,10,15,27,7.3,29.404,102.156,7,ML,0.8,2022-09-10 15:27:07.300
2022,9,10,15,31,12.19,29.417,102.183,6,ML,0.7,2022-09-10 15:31:12.190
2022,9,10,15,34,29.03,29.465,102.157,3,ML,0.8,2022-09-10 15:34:29.030
2022,9,10,15,35,57.39,25.231,105.281,10,ML,0.9,2022-09-10 15:35:57.390
2022,9,10,15,39,12.49,29.749,102.028,1,ML,1.0,2022-09-10 15:39:12.490
2022,9,10,15,46,59.41,29.566,101.957,5,ML,0.1,2022-09-10 15:46:59.410
2022,9,10,15,48,14.18,29.511,102.03,5,ML,1.7,2022-09-10 15:48:14.180
2022,9,10,15,56,25.36,29.554,102.003,3,ML,1.1,2022-09-10 15:56:25.360
2022,9,10,15,57,31.14,29.573,101.931,8,ML,1.5,2022-09-10 15:57:31.140
2022,9,10,16,7,7.35,29.64,101.94,6,ML,1.1,2022-09-10 16:07:07.350
2022,9,10,16,14,35.46,29.633,102.007,7,ML,0.7,2022-09-10 16:14:35.460
2022,9,10,16,25,31.89,29.646,102.075,7,ML,0.4,2022-09-10 16:25:31.890
2022,9,10,16,25,42.63,29.827,101.969,2,ML,1.3,2022-09-10 16:25:42.630
2022,9,10,16,41,41.95,29.802,102.0,2,ML,1.2,2022-09-10 16:41:41.950
2022,9,10,16,42,10.51,29.537,102.035,4,ML,0.9,2022-09-10 16:42:10.510
2022,9,10,16,51,21.64,29.504,104.121,4,ML,1.4,2022-09-10 16:51:21.640
2022,9,10,17,12,44.13,29.492,102.181,9,ML,1.2,2022-09-10 17:12:44.130
2022,9,10,17,31,0.67,29.735,102.04,8,ML,1.0,2022-09-10 17:31:00.670
2022,9,10,17,40,27.89,29.624,101.993,11,ML,1.5,2022-09-10 17:40:27.890
2022,9,10,17,42,30.21,29.621,102.019,5,ML,0.5,2022-09-10 17:42:30.210
2022,9,10,17,44,48.45,29.804,102.018,10,ML,1.0,2022-09-10 17:44:48.450
2022,9,10,17,46,48.17,29.55,101.986,5,ML,1.0,2022-09-10 17:46:48.170
2022,9,10,17,51,15.82,29.538,101.912,7,ML,1.6,2022-09-10 17:51:15.820
2022,9,10,17,52,31.81,29.492,102.191,8,ML,0.9,2022-09-10 17:52:31.810
2022,9,10,17,57,16.32,29.656,102.079,6,ML,0.7,2022-09-10 17:57:16.320
2022,9,10,17,59,19.07,29.418,102.159,7,ML,0.5,2022-09-10 17:59:19.070
2022,9,10,18,2,15.6,29.845,102.013,13,ML,0.6,2022-09-10 18:02:15.600
2022,9,10,18,3,45.24,29.831,101.975,14,ML,2.2,2022-09-10 18:03:45.240
2022,9,10,18,11,27.58,25.708,105.305,10,ML,0.5,2022-09-10 18:11:27.580
2022,9,10,18,19,50.36,29.766,102.044,9,ML,0.8,2022-09-10 18:19:50.360
2022,9,10,18,20,39.32,29.405,102.189,6,ML,1.2,2022-09-10 18:20:39.320
2022,9,10,18,21,16.77,29.42,102.207,9,ML,1.0,2022-09-10 18:21:16.770
2022,9,10,18,22,2.55,29.43,102.166,8,ML,0.6,2022-09-10 18:22:02.550
2022,9,10,18,24,20.6,29.602,102.06,4,ML,0.7,2022-09-10 18:24:20.600
2022,9,10,18,27,59.16,29.571,102.123,6,ML,0.8,2022-09-10 18:27:59.160
2022,9,10,18,31,30.88,29.751,102.028,11,ML,1.1,2022-09-10 18:31:30.880
2022,9,10,18,32,5.64,29.611,102.026,3,ML,0.6,2022-09-10 18:32:05.640
2022,9,10,18,34,49.44,29.577,102.008,11,ML,0.6,2022-09-10 18:34:49.440
2022,9,10,18,46,6.95,29.411,102.164,8,ML,1.0,2022-09-10 18:46:06.950
2022,9,10,18,47,45.9,29.413,102.161,7,ML,0.6,2022-09-10 18:47:45.900
2022,9,10,18,49,44.66,29.513,102.11,7,ML,1.3,2022-09-10 18:49:44.660
2022,9,10,18,52,13.56,29.625,102.053,10,ML,1.4,2022-09-10 18:52:13.560
2022,9,10,18,55,38.39,29.551,101.993,5,ML,1.8,2022-09-10 18:55:38.390
2022,9,10,19,0,50.49,29.44,102.142,7,ML,1.0,2022-09-10 19:00:50.490
2022,9,10,19,4,55.57,29.749,102.042,3,ML,0.9,2022-09-10 19:04:55.570
2022,9,10,19,10,52.57,29.837,101.972,11,ML,1.3,2022-09-10 19:10:52.570
2022,9,10,19,18,0.77,29.461,102.133,3,ML,0.4,2022-09-10 19:18:00.770
2022,9,10,19,21,10.28,29.832,101.979,13,ML,0.7,2022-09-10 19:21:10.280
2022,9,10,19,24,4.32,29.541,102.104,3,ML,1.1,2022-09-10 19:24:04.320
2022,9,10,19,35,18.16,29.62,102.009,12,ML,2.1,2022-09-10 19:35:18.160
2022,9,10,19,43,37.96,29.579,102.083,2,ML,0.8,2022-09-10 19:43:37.960
2022,9,10,19,53,50.42,29.613,102.015,11,ML,0.9,2022-09-10 19:53:50.420
2022,9,10,19,56,25.61,29.652,102.079,16,ML,0.8,2022-09-10 19:56:25.610
2022,9,10,20,3,17.47,29.632,101.971,12,ML,1.0,2022-09-10 20:03:17.470
2022,9,10,20,6,21.15,29.651,102.046,16,ML,0.9,2022-09-10 20:06:21.150
2022,9,10,20,9,26.69,29.404,102.163,6,ML,1.5,2022-09-10 20:09:26.690
2022,9,10,20,11,11.46,29.786,101.996,13,ML,0.6,2022-09-10 20:11:11.460
2022,9,10,20,15,25.46,29.502,101.868,4,ML,1.6,2022-09-10 20:15:25.460
2022,9,10,20,18,0.23,29.638,102.027,5,ML,0.9,2022-09-10 20:18:00.230
2022,9,10,20,18,17.82,29.647,102.021,11,ML,1.8,2022-09-10 20:18:17.820
2022,9,10,20,21,16.01,29.642,102.022,5,ML,1.7,2022-09-10 20:21:16.010
2022,9,10,20,23,6.19,29.242,102.341,9,ML,0.3,2022-09-10 20:23:06.190
2022,9,10,20,23,19.71,23.8,102.607,10,ML,0.7,2022-09-10 20:23:19.710
2022,9,10,20,24,24.05,29.613,102.153,12,ML,0.3,2022-09-10 20:24:24.050
2022,9,10,20,29,48.72,29.518,102.186,6,ML,0.5,2022-09-10 20:29:48.720
